gene_symbol,HealthyLungBiopsy_2,HealthyLungBiopsy_1,COVID19Lung_2,COVID19Lung_1
MFRP,0,0,0,0
USP2,289,96,0,0
THY1,1576,261,44,13
TRIM29,51,3099,0,0
OAF,691,686,2,0
POU2F3,10,132,7,0
LOC649133,0,1,0,0
TMEM136,151,650,0,0
ARHGEF12,2235,4178,108,0
GRIK4,35,30,0,0
TBCEL,266,386,0,0
TECTA,8,28,0,0
SORL1,293,1338,68,5
MIR100HG,506,3066,35,0
MIR125B1,0,3,0,0
BLID,0,18,0,0
MIRLET7A2,0,2,0,0
MIR100,0,1,0,0
UBASH3B,484,933,8,0
CRTAM,111,91,6,0
BSX,0,0,0,0
LOC341056,2,5,0,0
HSPA8,15867,49629,188,15
CLMP,65,1267,8,0
MIR4493,0,0,0,0
GRAMD1B,18,38,1,2
SCN3B,176,38,0,0
ZNF202,246,941,9,0
OR6X1,0,0,0,0
OR6M1,0,0,0,0
TMEM225,5,0,0,0
OR8D4,0,0,0,0
OR4D5,0,0,0,0
OR6T1,0,0,0,0
OR10S1,0,0,0,0
OR10G4,0,0,0,0
OR10G9,0,0,0,0
OR10G8,0,0,0,0
OR10G7,0,0,0,0
VWA5A,718,789,45,0
OR8G1,0,0,0,0
OR8G5,0,1,0,0
OR8D1,0,2,0,0
OR8D2,0,0,0,0
OR8B2,0,0,0,0
OR8B3,0,0,0,0
OR8B4,0,0,0,0
OR8B8,0,0,0,0
OR8B12,0,0,0,0
OR8A1,0,0,0,0
PANX3,1,0,0,0
TBRG1,1188,2571,29,0
SIAE,276,167,12,0
SPA17,50,41,0,0
NRGN,705,416,3,0
VSIG2,464,937,0,0
ESAM,5788,7711,144,9
MSANTD2,205,597,14,0
ROBO3,523,1942,1,0
ROBO4,5699,4152,17,1
HEPN1,0,0,0,0
HEPACAM,0,0,0,0
CCDC15,19,37,0,0
SLC37A2,96,202,0,0
TMEM218,246,214,0,0
PKNOX2,683,210,2,0
FEZ1,757,482,6,0
EI24,2019,3467,60,2
STT3A,858,4837,41,3
CHEK1,104,72,8,0
ACRV1,0,0,0,0
PATE1,0,0,0,0
PATE2,0,0,0,0
PATE3,0,0,0,0
PATE4,0,0,0,0
HYLS1,64,175,0,0
PUS3,203,526,2,0
DDX25,4,4,0,0
CDON,80,49,0,0
RPUSD4,558,1190,12,0
FAM118B,261,448,0,0
FOXRED1,380,276,1,0
TIRAP,55,88,7,0
DCPS,261,314,0,0
ST3GAL4,746,831,20,0
KIRREL3,10,16,0,0
KIRREL3-AS2,8,0,0,0
MIR3167,0,0,0,0
KIRREL3-AS3,3,0,0,0
ETS1,5376,39798,112,9
FLI1,1806,2302,22,1
KCNJ1,12,5,0,0
KCNJ5,38,22,0,0
C11orf45,37,15,0,0
TP53AIP1,6,0,0,0
ARHGAP32,192,408,0,0
BARX2,14,10,0,0
TMEM45B,36,2162,0,0
NFRKB,347,976,0,0
PRDM10,66,416,8,0
LINC00167,0,1,0,0
APLP2,8259,13828,1401,53
ST14,163,1077,5,0
ZBTB44,571,857,0,0
ADAMTS8,511,248,7,1
ADAMTS15,269,113,5,1
C11orf44,0,0,0,0
SNX19,675,1774,15,0
NTM,337,29,0,0
OPCML,5,1,0,0
SPATA19,0,2,0,0
MIR4697,0,0,0,0
IGSF9B,10,33,0,0
LOC100128239,7,26,0,0
JAM3,1881,4510,16,1
NCAPD3,119,225,0,0
VPS26B,807,511,11,0
THYN1,569,424,9,0
ACAD8,352,663,0,0
GLB1L3,7,2,0,0
GLB1L2,92,96,0,1
B3GAT1,24,57,0,0
LOC283177,2,1,0,0
FAM138D,0,0,0,0
IQSEC3,97,42,2,0
LOC574538,7,0,0,0
SLC6A12,11,48,0,0
SLC6A13,13,27,0,0
KDM5A,705,1680,31,0
CCDC77,110,139,1,0
B4GALNT3,22,199,0,0
NINJ2,451,262,5,0
WNK1,2363,3998,109,0
RAD52,147,219,0,0
ERC1,880,1760,13,0
FBXL14,99,95,0,0
WNT5B,16,58,0,0
MIR3649,0,0,0,0
ADIPOR2,3403,2484,21,0
CACNA2D4,77,85,7,0
LRTM2,0,0,0,0
DCP1B,164,345,0,0
CACNA1C,538,412,0,0
CACNA1C-AS4,0,10,0,0
CACNA1C-IT3,0,4,0,0
CACNA1C-AS1,15,3,0,0
FKBP4,1344,7039,152,16
ITFG2,383,248,8,1
NRIP2,141,30,0,0
FOXM1,28,28,0,0
RHNO1,162,206,1,0
TULP3,381,1190,3,1
TEAD4,1097,1580,0,3
TSPAN9,2786,819,7,0
PRMT8,56,8,0,0
PARP11,133,234,60,0
CCND2,2512,3868,109,2
FGF23,9,28,0,0
FGF6,0,0,0,0
C12orf4,439,479,27,1
RAD51AP1,51,16,0,0
DYRK4,454,682,21,0
AKAP3,9,8,0,0
NDUFA9,766,1603,28,2
GALNT8,4,27,0,0
KCNA6,6,12,0,0
KCNA1,0,0,0,0
KCNA5,265,43,0,0
NTF3,95,128,0,0
ANO2,276,108,0,0
VWF,41950,2532,4,4
CD9,5230,6347,57,0
PLEKHG6,30,144,0,0
TNFRSF1A,6071,6205,138,9
SCNN1A,373,1368,23,4
LTBR,1923,2193,34,0
CD27-AS1,331,94,0,0
CD27,58,68,0,0
TAPBPL,426,364,5,1
VAMP1,207,439,17,3
MRPL51,1495,2017,36,2
NCAPD2,274,527,5,0
SCARNA10,0,800,30,1
GAPDH,29337,162399,1755,154
IFFO1,669,319,0,0
NOP2,1319,3791,14,3
CHD4,2654,6849,39,2
SCARNA11,0,1,0,0
LPAR5,7,49,1,0
ACRBP,47,36,11,0
ING4,373,520,6,1
ZNF384,901,1756,8,1
PIANP,25,3,0,0
COPS7A,1219,1334,14,0
MLF2,4128,4868,556,24
PTMS,1706,860,324,33
LAG3,86,319,0,1
CD4,2445,832,294,37
GPR162,376,131,8,0
GNB3,53,86,0,0
CDCA3,3,20,0,0
USP5,834,685,6,1
TPI1,7403,40248,321,22
SPSB2,130,194,0,0
RPL13P5,37,34,0,0
DSTNP2,101,112,0,0
LRRC23,273,214,0,0
ENO2,920,7262,1,1
ATN1,926,1335,98,6
C12orf57,3926,4195,5,0
PTPN6,713,1178,79,8
MIR200C,0,0,0,0
MIR141,0,4,0,0
PHB2,3373,4430,63,10
SCARNA12,70,105,0,0
EMG1,554,1904,53,2
LPCAT3,753,1797,48,0
C1S,5612,4937,641,51
C1R,6702,9372,250,20
C1RL,529,420,47,1
C1RL-AS1,71,238,0,3
RBP5,174,93,0,0
CLSTN3,779,1315,10,1
PEX5,1267,2991,3,0
ACSM4,2,12,0,0
CD163L1,111,39,0,0
CD163,709,1679,89,1
APOBEC1,0,0,0,0
GDF3,1,0,0,0
DPPA3,0,0,0,0
CLEC4C,8,0,0,0
NANOGNB,0,0,0,0
NANOG,5,0,0,0
SLC2A14,3,294,0,0
SLC2A3,12579,26895,661,28
FOXJ2,646,1712,4,0
C3AR1,171,879,316,16
NECAP1,741,1853,143,3
CLEC4A,177,307,255,10
POU5F1P3,11,12,0,0
ZNF705A,1,0,0,0
FAM66C,92,18,0,0
FAM90A1,18,11,0,0
FAM86FP,51,27,0,0
CLEC6A,0,4,4,0
CLEC4D,75,40,432,16
CLEC4E,298,410,2522,193
AICDA,7,8,0,0
MFAP5,196,70,0,0
RIMKLB,424,878,19,2
A2ML1,6,2,0,0
PHC1,169,437,0,0
M6PR,641,3377,56,2
KLRG1,32,84,0,0
LINC00612,4,5,0,0
A2M-AS1,103,17,3,0
A2M,69002,17416,231,14
PZP,28,40,0,0
A2MP1,2,7,0,0
MIR1244-3,0,0,0,0
MIR1244-2,0,0,0,0
MIR1244-1,0,0,0,0
LOC642846,85,147,0,0
DDX12P,110,42,0,0
KLRB1,77,449,1,0
LOC374443,100,335,0,2
CLEC2D,213,1455,5,0
CLECL1,15,37,7,0
CD69,293,408,251,3
KLRF1,8,158,2,0
CLEC2B,600,5383,281,19
KLRF2,0,0,0,0
CLEC2A,4,0,0,0
CLEC12A,58,65,71,0
CLEC1B,23,3,0,0
CLEC12B,10,14,16,0
CLEC9A,9,21,0,0
CLEC1A,727,1938,266,9
CLEC7A,398,139,137,15
OLR1,407,1206,3084,111
TMEM52B,5,38,11,0
GABARAPL1,4376,11237,153,11
KLRD1,76,191,5,0
KLRK1,0,1,0,0
KLRC4-KLRK1,0,0,0,0
KLRC4,0,4,0,0
KLRC3,6,32,5,0
KLRC2,0,26,0,0
KLRC1,12,38,0,0
MAGOHB,197,558,33,1
STYK1,7,37,0,0
TAS2R7,0,0,0,0
TAS2R8,4,0,0,0
TAS2R9,1,0,0,0
TAS2R10,1,2,0,0
PRH1-PRR4,21,27,0,0
PRR4,3,2,0,0
PRH1,3,2,0,0
TAS2R13,0,1,0,0
PRH2,2,13,0,0
TAS2R14,15,36,0,0
TAS2R50,2,3,0,0
TAS2R20,51,51,0,0
TAS2R19,0,2,0,0
TAS2R31,2,15,0,0
TAS2R46,0,3,0,0
TAS2R43,0,7,0,0
TAS2R30,0,0,0,0
TAS2R42,2,2,0,0
PRB3,0,2,0,0
PRB4,0,1,0,0
PRB1,0,0,0,0
PRB2,0,0,0,0
ETV6,1415,2049,123,12
BCL2L14,11,58,51,3
LRP6,463,1410,4,0
MANSC1,317,196,16,1
LOH12CR2,43,15,0,0
DUSP16,636,5237,23,1
CREBL2,1248,938,34,1
GPR19,0,20,0,0
CDKN1B,1222,1842,19,0
APOLD1,13644,1578,67,3
MIR613,0,0,0,0
DDX47,1214,5010,9,1
RPL13AP20,16,292,0,0
GPRC5A,1291,8901,111,12
MIR614,37,258,0,0
GPRC5D,13,123,0,0
HEBP1,823,1894,28,0
HTR7P1,27,38,0,0
GSG1,0,4,0,0
EMP1,19553,24564,133,17
GRIN2B,0,0,0,0
ATF7IP,183,807,17,0
PLBD1,586,421,146,13
GUCY2C,17,11,0,0
HIST4H4,0,101,0,0
H2AFJ,3091,2580,4,0
WBP11,1327,2984,39,1
C12orf60,15,25,0,0
ART4,45,12,0,0
MGP,23178,4615,450,27
ERP27,108,50,3,0
ARHGDIB,6915,3224,1728,142
PDE6H,0,0,0,0
RERG,665,60,0,1
PTPRO,48,121,0,0
EPS8,1098,867,23,5
STRAP,2036,4777,45,2
DERA,644,426,8,0
SLC15A5,0,0,0,0
MGST1,647,3351,85,4
LMO3,459,603,4,0
SKP1P2,3,1,0,0
MIR3974,0,0,0,0
RERGL,157,19,0,1
PIK3C2G,15,3,0,0
PLCZ1,0,0,0,0
CAPZA3,0,0,0,0
PLEKHA5,256,225,0,0
AEBP2,373,683,0,0
PDE3A,437,1165,27,0
SLCO1C1,27,11,0,0
SLCO1B3,5,0,0,0
SLCO1B7,0,0,0,0
SLCO1B1,2,0,0,0
SLCO1A2,13,66,0,0
IAPP,0,0,0,0
PYROXD1,139,369,0,0
RECQL,170,863,4,0
GOLT1B,731,2545,52,3
GYS2,30,13,0,0
LDHB,3637,8907,127,1
KCNJ8,275,350,0,0
ABCC9,307,206,0,1
CMAS,638,957,15,0
ST8SIA1,81,80,0,0
C2CD5,479,405,22,0
ETNK1,478,1297,22,0
SOX5,70,29,0,0
MIR920,0,0,0,0
LINC00477,0,3,0,0
BCAT1,670,869,0,2
C12orf77,0,0,0,0
LRMP,171,144,0,0
CASC1,27,22,0,0
KRAS,765,1532,43,0
MIR4302,0,0,0,0
RASSF8,434,2803,5,6
BHLHE41,126,234,6,2
SSPN,314,146,10,1
ITPR2,341,1343,13,0
FGFR1OP2,786,1486,18,0
TM7SF3,625,356,3,0
MED21,431,981,28,0
C12orf71,0,1,0,0
STK38L,571,619,5,0
ARNTL2,175,1817,44,2
PPFIBP1,1744,4421,97,7
REP15,20,59,0,1
MRPS35,769,1260,35,0
MANSC4,0,2,0,0
KLHL42,593,737,0,0
PTHLH,31,29,0,0
CCDC91,196,224,9,0
FAR2,295,416,59,4
ERGIC2,437,891,60,0
OVCH1,34,13,0,0
TMTC1,1389,130,0,0
IPO8,784,958,5,0
CAPRIN2,269,520,0,0
TSPAN11,139,26,0,0
DDX11-AS1,6,5,0,0
DDX11,334,347,6,0
FLJ13224,7,8,0,0
DENND5B,131,259,1,0
DENND5B-AS1,0,5,0,0
AMN1,223,211,21,1
H3F3C,10,31,0,0
KIAA1551,459,1546,224,2
BICD1,85,146,0,0
FGD4,476,251,70,4
DNM1L,984,2052,78,0
YARS2,149,717,1,4
PKP2,61,55,0,0
SYT10,0,0,0,0
ALG10,35,62,3,0
ALG10B,73,91,0,0
CPNE8,523,1075,66,6
KIF21A,77,306,0,0
ABCD2,3,4,0,0
C12orf40,0,0,0,0
SLC2A13,71,202,0,0
LRRK2,428,148,102,5
CNTN1,27,4,8,0
PDZRN4,60,0,0,1
GXYLT1,232,559,4,0
YAF2,280,504,23,0
ZCRB1,806,399,17,1
PPHLN1,640,1294,46,9
PRICKLE1,140,140,0,0
ADAMTS20,14,0,0,0
PUS7L,29,55,0,0
IRAK4,299,352,4,1
TWF1,541,1094,12,0
TMEM117,70,18,0,0
NELL2,45,233,0,0
DBX2,0,1,0,0
RACGAP1P,0,0,0,0
PLEKHA8P1,74,182,0,0
RNY5,0,0,0,0
ANO6,1898,6482,31,0
ARID2,226,1509,4,0
SCAF11,1093,3165,129,6
SLC38A1,468,1850,44,3
SLC38A2,3214,7661,59,4
SLC38A4,7,4,0,0
AMIGO2,234,621,25,1
MIR4698,0,0,0,0
PCED1B-AS1,118,220,21,0
PCED1B,282,229,0,0
RPAP3,194,487,6,0
ENDOU,93,105,0,0
RAPGEF3,1899,868,0,0
SLC48A1,672,664,80,1
HDAC7,2029,2545,9,0
VDR,250,1192,12,1
TMEM106C,707,429,9,0
COL2A1,0,1,0,0
SENP1,318,993,39,1
PFKM,898,968,9,0
ASB8,393,379,0,0
OR10AD1,0,1,0,0
H1FNT,2,1,0,0
ZNF641,306,459,11,1
ANP32D,0,1,0,0
C12orf54,1,4,0,0
OR8S1,0,2,0,0
LALBA,0,1,0,0
KANSL2,543,1161,13,0
MIR1291,0,0,0,0
SNORA2A,2,2,0,0
SNORA2B,0,2,0,0
CCNT1,882,2204,0,3
ADCY6,847,1189,0,0
MIR4701,0,0,0,0
CACNB3,337,371,5,0
DDX23,2286,3823,20,2
RND1,3569,12875,11,2
CCDC65,33,91,4,0
FKBP11,765,1592,12,4
ARF3,3870,3746,456,17
WNT10B,24,47,0,0
WNT1,2,10,0,0
DDN,10,17,0,0
PRKAG1,881,1203,36,0
RHEBL1,31,145,2,0
DHH,21,6,0,0
LMBR1L,1248,1452,0,0
TUBA1B,15150,39430,411,8
TUBA1A,6258,3647,14,2
TUBA1C,3693,23187,35,2
PRPH,18,6,0,0
TROAP,8,12,5,0
C1QL4,0,1,0,0
DNAJC22,0,0,0,0
SPATS2,227,1011,20,0
LOC100335030,0,29,0,0
KCNH3,14,3,0,0
MCRS1,980,857,44,2
FAM186B,19,43,0,0
PRPF40B,152,516,1,0
FMNL3,749,5839,56,0
TMBIM6,7319,23078,605,16
NCKAP5L,113,255,0,1
BCDIN3D-AS1,12,10,0,7
BCDIN3D,22,107,1,0
FAIM2,52,23,6,0
AQP2,0,3,0,0
AQP5,43,72,0,0
AQP6,0,4,0,0
RACGAP1,136,173,1,0
ASIC1,12,5,0,0
SMARCD1,862,1345,3,3
GPD1,480,54,0,0
COX14,945,1187,36,0
CERS5,864,2100,5,0
LIMA1,1915,2865,44,0
MIR1293,0,0,0,0
FAM186A,0,0,0,0
LARP4,901,1643,79,0
DIP2B,332,1787,18,0
ATF1,247,803,5,0
TMPRSS12,0,0,0,0
METTL7A,1794,354,6,0
HIGD1C,4,3,0,0
SLC11A2,580,4052,66,2
LETMD1,798,758,16,0
CSRNP2,853,2026,36,1
TFCP2,601,782,27,0
POU6F1,420,444,0,0
DAZAP2,8483,10638,1169,74
SMAGP,322,814,20,2
BIN2,384,449,106,12
CELA1,0,2,2,0
GALNT6,51,356,0,0
SLC4A8,18,74,0,0
SCN8A,9,43,0,0
FIGNL2,34,87,0,0
ANKRD33,3,47,0,0
ACVRL1,5647,6513,5,0
ACVR1B,688,1826,6,1
GRASP,2322,733,0,2
NR4A1,14890,8876,36,0
KRT80,45,125,1,0
LINC00592,7,7,0,0
KRT7,3003,12945,100,12
KRT81,3,8,63,0
KRT86,15,11,0,0
KRT83,0,0,0,0
KRT85,3,1,0,0
KRT84,0,0,0,0
KRT82,0,0,0,0
KRT75,0,0,0,0
KRT6B,0,0,0,0
KRT6C,0,0,0,0
KRT6A,4,29,0,1
KRT5,47,20,5,0
KRT71,0,0,0,0
KRT74,0,0,0,0
KRT72,13,12,0,4
KRT73,0,2,0,0
KRT2,0,0,0,0
KRT1,7,6,0,0
KRT77,0,0,0,0
KRT76,0,0,0,0
KRT3,0,0,0,0
KRT4,229,163,0,0
KRT79,15,15,0,0
KRT78,5,31,0,0
KRT8,3691,7009,152,3
KRT18,2115,12261,79,8
EIF4B,7953,8932,431,17
LOC283335,362,62,0,0
SPRYD3,1135,1508,2,0
IGFBP6,2211,422,12,0
SOAT2,10,10,0,0
CSAD,137,102,4,0
ZNF740,394,760,4,0
ITGB7,98,330,2,0
RARG,287,385,5,0
MFSD5,428,1082,6,0
ESPL1,33,556,1,0
PFDN5,9701,8411,167,12
C12orf10,749,915,5,0
AAAS,537,532,21,8
SP7,3,0,0,0
SP1,1178,3315,58,9
AMHR2,7,24,0,0
PRR13,2848,3924,348,20
PCBP2,6102,8422,720,22
MAP3K12,339,157,1,0
TARBP2,422,346,0,0
NPFF,139,161,0,0
ATF7,689,1329,47,6
LOC100652999,0,1,0,0
CALCOCO1,1954,2068,45,0
HOXC13,0,0,1,0
HOXC12,0,0,0,0
HOTAIR,5,0,0,0
HOXC11,7,0,0,0
HOXC10,0,1,0,0
MIR196A2,0,0,0,0
HOXC9,7,5,0,0
HOXC8,13,11,0,0
HOXC4,26,21,0,0
HOXC5,7,2,0,0
HOXC6,6,11,0,0
MIR615,0,0,0,0
FLJ12825,10,4,0,0
LOC100240735,4,4,0,0
LOC100240734,0,0,0,0
SMUG1,339,277,3,0
CBX5,905,2447,75,0
MIR3198-2,0,0,0,0
HNRNPA1,522,655,24,0
HNRNPA1P10,0,0,0,0
NFE2,235,41,17,0
COPZ1,2007,4889,277,14
MIR148B,0,0,0,0
GPR84,93,483,724,37
ZNF385A,730,606,145,19
ITGA5,7197,18717,84,13
GTSF1,4,10,21,0
NCKAP1L,285,911,6,0
PDE1B,196,183,0,0
PPP1R1A,20,10,0,0
GLYCAM1,0,0,0,0
LACRT,0,0,0,0
DCD,2,0,0,0
MUCL1,0,99,0,0
TESPA1,63,239,0,0
NEUROD4,0,0,0,0
OR9K2,0,0,0,0
OR10A7,0,0,0,0
OR6C74,0,0,0,0
OR6C6,0,0,0,0
OR6C1,0,0,0,0
OR6C3,0,0,0,0
OR6C75,0,0,0,0
OR6C65,0,0,0,0
OR6C76,6,0,0,0
OR6C2,0,0,0,0
OR6C70,0,0,0,0
OR6C68,0,2,0,0
OR6C4,0,0,0,0
OR2AP1,0,0,0,0
OR10P1,0,0,0,0
METTL7B,4,5,11,1
ITGA7,2195,148,6,1
BLOC1S1,210,169,92,8
BLOC1S1-RDH5,0,0,0,0
RDH5,7,10,0,0
CD63,14489,66367,431,25
GDF11,161,152,0,0
SARNP,970,2199,57,0
ORMDL2,444,1403,43,4
DNAJC14,471,951,27,0
TMEM198B,528,86,0,0
MMP19,1557,5453,54,10
DGKA,463,1090,23,1
PMEL,23,30,0,0
CDK2,1313,3129,37,2
RAB5B,3263,5082,244,4
SUOX,332,277,0,0
IKZF4,388,365,6,3
RPS26,10173,13978,386,57
ERBB3,128,419,4,0
PA2G4,3790,7705,200,20
RPL41,9604,13614,74,4
ZC3H10,152,216,0,0
ESYT1,1507,2701,22,0
MYL6B,599,240,6,0
MYL6,42409,62187,2985,214
SMARCC2,1711,1422,61,3
RNF41,864,1740,23,0
NABP2,530,325,10,0
SLC39A5,12,3,0,0
ANKRD52,609,833,9,1
COQ10A,265,185,5,0
CS,2388,5558,169,4
CNPY2,1031,1559,27,0
PAN2,691,715,0,0
IL23A,29,1107,35,2
STAT2,1323,2839,289,25
APOF,4,3,0,0
TIMELESS,152,228,14,0
MIP,8,9,0,0
SPRYD4,110,213,49,0
GLS2,23,68,0,0
RBMS2,3364,2479,62,3
BAZ2A,1544,5291,30,0
SNORD59B,7,3,0,0
SNORD59A,8,7,0,0
PTGES3,4449,11557,220,11
NACA,14716,22364,400,17
PRIM1,44,67,0,0
HSD17B6,122,219,0,0
SDR9C7,4,3,0,0
RDH16,25,23,0,0
GPR182,9,66,0,0
ZBTB39,118,463,0,0
TAC3,5,3,0,0
MYO1A,25,5,0,0
NAB2,413,1174,0,0
STAT6,3392,7042,53,4
LRP1,2068,3440,58,6
MIR1228,0,0,0,0
NXPH4,0,12,0,0
SHMT2,742,2659,38,4
NDUFA4L2,2839,904,2,2
STAC3,201,60,10,0
R3HDM2,795,721,53,1
INHBC,5,3,0,0
INHBE,10,2,0,0
GLI1,38,24,0,0
ARHGAP9,291,742,59,8
MARS,953,4450,13,0
DDIT3,762,4545,16,6
MBD6,487,640,15,0
DCTN2,2189,3169,38,0
KIF5A,3,9,0,0
PIP4K2C,328,946,20,0
DTX3,830,270,0,0
ARHGEF25,999,201,0,0
SLC26A10,161,42,0,0
B4GALNT1,55,41,0,0
OS9,5512,5610,132,20
AGAP2,46,55,0,2
TSPAN31,375,795,6,0
CDK4,1707,5159,299,33
9-Mar,148,484,1,0
CYP27B1,31,755,10,0
METTL1,457,1220,13,0
TSFM,430,774,0,0
AVIL,55,159,0,0
CTDSP2,4437,4933,13,2
MIR26A2,0,4,0,0
LOC100506844,91,136,0,0
LRIG3,184,293,0,0
SLC16A7,179,421,38,0
FAM19A2,16,6,0,0
USP15,810,2800,593,20
MON2,530,1423,4,0
MIRLET7I,3,27,0,0
PPM1H,86,108,9,0
AVPR1A,322,18,0,0
DPY19L2,69,34,0,0
SRGAP1,314,4862,18,2
C12orf66,53,61,0,0
C12orf56,11,30,0,0
XPOT,576,2260,32,1
TBK1,506,3054,41,0
RASSF3,1782,4321,56,1
MIR548C,0,0,0,0
MIR548Z,0,0,0,0
GNS,2154,3577,237,11
TBC1D30,180,320,0,0
WIF1,89,401,0,0
LEMD3,306,1308,18,3
MSRB3,2362,1198,36,3
RPSAP52,0,11,0,0
HMGA2,4,96,0,1
LLPH,517,879,22,1
TMBIM4,1592,2637,166,5
IRAK3,1672,2085,207,19
HELB,48,104,9,0
GRIP1,16,19,6,0
CAND1,822,2622,29,0
DYRK2,244,695,0,0
IFNG,20,49,0,0
IL26,0,3,0,0
IL22,0,76,0,0
MDM1,75,140,9,0
RAP1B,1912,4930,115,4
SNORA70G,0,8,0,0
LOC100507250,11,1,0,0
NUP107,468,775,5,0
SLC35E3,77,100,0,1
LOC100130075,0,2,0,0
MDM2,1010,2649,70,1
CPM,1220,1544,47,5
CPSF6,807,1580,11,0
MIR1279,0,0,0,0
LYZ,4787,3622,597,26
YEATS4,148,151,0,0
FRS2,339,873,31,6
MIR3913-1,0,0,0,0
MIR3913-2,0,0,0,0
CCT2,2346,8464,89,4
LRRC10,0,0,0,0
BEST3,0,15,0,0
RAB3IP,316,2104,3,3
CNOT2,1154,3796,16,4
KCNMB4,575,130,10,3
PTPRB,5643,1830,39,0
PTPRR,22,1,0,0
TSPAN8,226,81,23,0
LGR5,6,5,0,0
ZFC3H1,926,4235,40,1
THAP2,397,1494,0,0
TMEM19,219,250,1,0
RAB21,1155,3756,137,7
TBC1D15,878,3210,6,5
MRS2P2,40,23,0,0
TPH2,0,1,0,0
TRHDE-AS1,10,13,0,0
TRHDE,60,14,8,0
LOC100507377,0,0,0,0
ATXN7L3B,1044,2297,35,2
KCNC2,4,0,0,0
CAPS2,17,15,0,0
GLIPR1L1,3,3,0,0
GLIPR1L2,13,11,0,0
GLIPR1,286,801,45,0
KRR1,197,562,24,0
PHLDA1,4689,11601,141,10
NAP1L1,9137,19386,378,24
BBS10,81,150,0,0
OSBPL8,539,987,41,0
ZDHHC17,440,1016,21,2
CSRP2,2192,2291,51,3
E2F7,3,74,0,0
NAV3,119,1432,54,2
SYT1,11,26,0,0
MIR1252,0,0,0,0
MIR5692B,0,0,0,0
PAWR,159,693,0,0
PPP1R12A,1809,1943,8,0
OTOGL,20,0,0,0
PTPRQ,2,66,0,0
MYF6,0,0,0,0
MYF5,0,0,0,0
LIN7A,78,80,4,0
MIR617,0,0,0,0
MIR618,0,0,0,0
ACSS3,101,81,0,0
MIR4699,0,0,0,0
PPFIA2,57,9,0,0
CCDC59,559,1417,66,4
METTL25,94,61,6,0
TMTC2,90,243,7,0
SLC6A15,6,20,0,0
TSPAN19,8,2,7,0
LRRIQ1,31,18,0,0
ALX1,0,0,0,0
RASSF9,11,155,0,0
NTS,20,8,0,0
MGAT4C,4,1,0,0
MIR548AL,0,0,0,0
MKRN9P,6,0,0,0
C12orf50,0,129,0,0
C12orf29,236,840,14,0
CEP290,168,188,0,0
TMTC3,242,434,15,0
KITLG,688,5177,32,3
DUSP6,5226,9630,155,1
POC1B,220,693,13,0
POC1B-GALNT4,0,0,0,0
GALNT4,0,3,0,0
ATP2B1,678,1879,65,3
LINC00615,6,0,0,0
CCER1,0,0,0,0
EPYC,0,0,0,0
KERA,0,1,0,0
LUM,4871,2573,339,6
DCN,26439,7833,352,10
BTG1,4971,13107,212,7
CLLU1OS,0,10,0,0
CLLU1,1,0,0,0
C12orf74,0,0,0,0
PLEKHG7,8,9,0,0
EEA1,183,554,1,2
LOC643339,0,1,0,0
NUDT4,102,88,10,1
UBE2N,2005,5178,186,10
MRPL42,568,946,34,0
SOCS2-AS1,31,28,0,0
SOCS2,4795,2274,26,4
CRADD,212,255,2,0
PLXNC1,231,420,79,0
MIR5700,0,0,0,0
TMCC3,625,407,13,0
MIR492,0,0,0,0
KRT19P2,0,0,0,0
NDUFA12,901,1486,78,8
NR2C1,378,773,15,0
FGD6,189,767,11,3
VEZT,792,1822,11,0
MIR331,0,15,0,0
MIR3685,1,7,0,0
METAP2,1884,3422,116,1
USP44,26,55,0,0
PGAM1P5,2,2,0,0
NTN4,965,302,25,0
SNRPF,1086,2223,28,9
CCDC38,7,4,0,4
AMDHD1,21,6,7,0
HAL,14,10,0,0
LTA4H,3139,1941,24,1
ELK3,382,2144,0,0
CDK17,1199,5934,30,0
NEDD1,126,382,32,0
RMST,24,1,0,0
MIR1251,0,0,0,0
MIR135A2,0,0,0,0
MIR4303,0,0,0,0
SLC9A7P1,7,7,0,0
TMPO-AS1,14,14,0,0
TMPO,370,487,30,0
SLC25A3,7382,13986,47,5
SNORA53,6,20,5,0
IKBIP,308,942,16,0
APAF1,147,287,0,0
ANKS1B,25,8,0,0
FAM71C,0,1,0,0
UHRF1BP1L,199,1047,25,0
GOLGA2P5,33,139,0,0
MIR1827,0,0,0,0
ACTR6,296,546,6,0
DEPDC4,3,3,0,0
SCYL2,347,1696,73,1
SLC17A8,15,0,0,0
NR1H4,21,1,0,0
GAS2L3,0,18,0,0
ANO4,3,11,0,0
SLC5A8,5,24,3,0
UTP20,307,954,1,1
ARL1,794,2065,13,7
SPIC,0,0,0,0
MYBPC1,1,1,0,0
CHPT1,929,647,16,1
SYCP3,23,7,0,0
GNPTAB,398,955,18,0
DRAM1,871,5926,113,8
NUP37,190,207,0,0
PARPBP,6,5,0,0
PMCH,1,5,0,0
IGF1,227,39,12,0
LINC00485,6,0,0,0
PAH,0,0,0,0
ASCL1,12,4,0,0
C12orf42,4,5,0,0
STAB2,14,12,0,0
NT5DC3,186,280,0,0
HSP90B1,7937,43291,590,27
MIR3652,0,0,0,0
C12orf73,107,178,0,0
TDG,328,924,16,0
GLT8D2,262,83,1,0
HCFC2,213,383,5,0
NFYB,778,755,12,0
